,Patient_ID,Online_Follower,LinkedIn_Shared,Twitter_Shared,Facebook_Shared,Income,Education_Score,Age,First_Interaction,City_Type,Employer_Category,Job_Type
100,486721,0,0,0,0,1,1,1,02-Aug-03,1,Technology,5.0
101,521547,0,0,0,0,0,0,0,02-Aug-03,0,,9999.0
102,487331,0,0,0,0,0,0,0,02-Aug-03,0,,9999.0
103,493758,0,0,0,0,0,0,0,02-Aug-03,1,,9999.0
104,526703,0,1,1,0,2,1,1,01-Aug-03,1,Health,8.0
105,506106,0,0,0,0,0,0,0,01-Aug-03,0,,9999.0
106,522819,0,0,0,0,0,0,1,01-Aug-03,1,,9999.0
107,488417,0,0,0,0,0,0,1,02-Jul-03,1,,9999.0
108,507610,0,0,0,0,0,0,0,01-Aug-03,0,,9999.0
109,523901,0,0,0,0,0,0,0,01-Aug-03,0,,9999.0
110,495956,0,0,0,0,0,0,0,01-Aug-03,0,,9999.0
111,520690,0,0,0,0,0,0,0,31-Jul-03,0,,9999.0
112,521217,0,0,0,0,0,0,0,31-Jul-03,1,,9999.0
113,488877,0,0,0,0,0,0,0,31-Jul-03,1,,9999.0
114,522926,0,0,0,0,0,0,1,31-Jul-03,0,,9999.0
115,498186,0,0,0,0,0,0,0,31-Jul-03,0,,9999.0
116,526474,0,0,0,0,0,0,0,27-Jun-03,0,,9999.0
117,522317,0,0,0,0,0,0,0,24-May-03,0,,9999.0
118,490389,0,0,0,0,0,0,0,21-Jul-03,1,,9999.0
119,505162,0,0,0,0,0,0,0,29-Jul-03,0,,9999.0
120,516545,0,0,0,0,0,0,0,26-Jul-03,1,,9999.0
121,494593,0,1,0,1,1,0,1,28-Jul-03,1,Software Industry,1.0
122,498728,0,0,0,0,0,0,0,26-Jul-03,1,,9999.0
123,488150,0,0,0,0,0,0,1,26-Jul-03,1,,9999.0
124,522323,0,0,0,0,2,0,1,25-Jul-03,1,Technology,5.0
125,496069,0,0,0,0,0,0,0,25-Jul-03,0,,9999.0
126,516002,0,0,0,0,0,0,0,06-Mar-03,1,,9999.0
127,504363,0,0,0,0,0,0,0,25-Jul-03,0,,9999.0
128,509916,0,1,0,0,0,0,1,25-Jul-03,1,Consulting,6.0
129,523681,0,0,0,0,0,0,0,24-Jul-03,0,,9999.0
130,489161,0,0,0,0,2,0,1,24-Jul-03,1,Technology,5.0
131,496456,0,0,0,0,0,0,0,23-Jul-03,0,,9999.0
132,517197,0,0,0,0,0,0,0,22-Jul-03,1,,9999.0
133,507855,0,0,0,0,0,0,0,22-Jul-03,0,,9999.0
134,503956,0,0,0,1,0,0,1,21-Jul-03,1,,9999.0
135,501070,0,0,0,0,0,0,0,20-Jul-03,0,,9999.0
136,495765,0,0,0,0,0,0,0,17-Jul-03,1,,9999.0
137,504833,0,0,0,0,0,0,0,18-Jul-03,0,,9999.0
138,518914,0,0,0,0,0,0,0,17-Jul-03,1,,9999.0
139,528016,0,0,0,0,2,1,1,16-Jul-03,1,Technology,5.0
140,509333,1,1,1,0,0,0,1,06-Jul-03,1,Technology,5.0
141,499267,0,0,0,0,0,0,1,31-Jan-03,1,,9999.0
142,493677,0,0,0,0,0,0,0,13-Jul-03,0,,9999.0
143,520701,0,0,0,0,0,0,0,30-Apr-03,0,,9999.0
144,498973,0,0,0,0,0,0,0,09-Jan-03,1,,9999.0
145,503148,0,0,0,0,0,0,0,08-Feb-03,1,,9999.0
146,509342,0,1,0,0,0,0,1,14-Jul-03,1,,9999.0
147,496353,0,0,0,0,0,0,0,13-Jul-03,0,,9999.0
148,493930,0,0,0,0,0,0,0,13-Jul-03,1,,9999.0
149,513756,0,0,1,1,3,0,1,13-Jul-03,1,Manufacturing,7.0
150,491202,0,0,0,0,0,0,1,12-Jul-03,1,,9999.0
151,528205,0,0,0,0,2,1,1,12-Jul-03,1,Software Industry,1.0
152,514503,0,0,0,0,0,0,1,12-Jul-03,1,Technology,5.0
153,525693,0,0,0,0,3,1,1,03-Jul-03,1,Technology,5.0
154,508709,0,0,0,0,3,0,1,11-Jul-03,0,Consulting,6.0
155,491205,0,0,0,0,0,0,0,10-Jul-03,0,,9999.0
156,517806,0,0,0,0,0,0,0,09-Jul-03,1,,9999.0
157,494101,0,0,0,0,0,0,0,09-Jul-03,0,,9999.0
158,521070,0,0,0,0,0,0,0,09-Jul-03,1,,9999.0
159,496028,0,0,0,0,0,0,0,09-Jul-03,0,,9999.0
160,499028,0,0,0,0,0,0,0,09-Jul-03,1,,9999.0
161,524550,0,0,0,0,4,1,1,09-Jul-03,1,Software Industry,1.0
162,490447,0,0,0,0,0,0,0,09-Jul-03,1,,9999.0
163,506349,1,0,1,1,0,0,1,08-Jun-03,1,Consulting,6.0
164,506088,0,0,0,0,0,0,0,09-Jul-03,0,,9999.0
165,508646,0,0,0,0,0,0,0,09-Jul-03,1,,9999.0
166,498537,0,0,0,0,0,0,0,08-Jul-03,0,,9999.0
167,517183,0,1,0,1,2,0,1,08-Jul-03,1,Software Industry,1.0
168,525069,0,0,0,0,0,0,0,26-Jun-03,0,,9999.0
169,496599,0,0,0,0,0,0,0,07-Jul-03,0,,9999.0
170,498864,0,0,0,0,0,0,1,07-Jul-03,0,,9999.0
171,500609,0,0,0,0,0,0,0,07-Jul-03,1,,9999.0
172,507772,0,0,0,0,0,0,0,07-Jul-03,1,,9999.0
173,527017,1,1,0,0,2,0,1,06-Mar-03,1,Consulting,6.0
174,495445,0,0,0,0,0,0,1,07-Jul-03,0,Consulting,6.0
175,504261,0,0,0,0,2,0,1,07-Jul-03,1,BFSI,2.0
176,510317,0,0,0,0,0,0,0,07-Jul-03,0,,9999.0
177,491167,0,0,0,0,0,0,1,07-Jul-03,0,,9999.0
178,494064,0,0,0,0,0,0,0,07-Jul-03,0,,9999.0
179,509292,0,0,0,0,0,0,0,07-Jul-03,1,,9999.0
180,506724,0,0,0,0,0,0,0,07-Jul-03,0,,9999.0
181,526725,0,0,0,0,0,0,0,07-Jul-03,0,,9999.0
182,514295,0,0,0,0,0,0,0,07-Jul-03,0,,9999.0
183,492303,1,1,0,1,0,0,1,07-Jul-03,1,,9999.0
184,524768,0,1,0,1,0,0,1,08-Feb-03,1,Consulting,6.0
185,527985,0,0,0,0,0,0,0,07-Jul-03,0,,9999.0
186,488872,0,0,0,0,0,0,0,08-Feb-03,1,,9999.0
187,506255,0,0,0,0,0,0,0,07-Jul-03,0,,9999.0
188,521444,0,0,0,0,0,0,0,07-Jul-03,0,,9999.0
189,503827,1,0,0,0,3,1,1,07-Jul-03,1,Others,4.0
190,507607,0,0,0,0,0,0,1,07-Jul-03,1,,9999.0
191,507312,0,0,0,0,0,0,0,07-Jul-03,0,,9999.0
192,521364,0,0,0,1,1,1,1,04-Jul-03,1,Technology,5.0
193,520058,0,0,0,0,0,0,0,06-Jul-03,1,,9999.0
194,518144,0,0,0,0,0,0,0,07-Jul-03,0,,9999.0
195,518254,0,0,0,0,0,0,0,07-Jul-03,0,,9999.0
196,510965,0,0,0,0,0,0,0,06-Jul-03,0,,9999.0
197,511492,0,0,0,0,0,0,0,06-Jul-03,0,,9999.0
198,491900,0,0,0,0,0,0,0,08-Feb-03,0,,9999.0
199,520192,0,0,0,0,4,0,1,06-Jul-03,1,Consulting,6.0
200,495734,0,0,0,0,0,0,0,03-Jun-03,0,,9999.0
201,486953,0,0,0,0,0,0,0,06-Jul-03,0,,9999.0
202,501506,0,0,0,0,0,0,0,06-Jul-03,1,,9999.0
203,504334,0,1,1,0,1,1,1,06-Jul-03,1,Consulting,6.0
204,525473,0,0,0,0,0,0,0,06-Jul-03,0,,9999.0
205,512504,0,0,0,0,0,0,0,06-Jul-03,0,,9999.0
206,502391,0,0,0,0,0,0,0,06-Jul-03,0,,9999.0
207,498901,1,1,1,1,2,0,1,06-Jul-03,1,Technology,5.0
208,502714,0,0,0,0,0,0,0,06-Jul-03,0,,9999.0
209,515641,0,0,0,0,0,0,0,06-Jul-03,0,,9999.0
210,506641,0,0,0,0,0,0,0,17-Mar-03,1,,9999.0
211,508714,0,0,0,0,0,0,0,06-Jul-03,1,,9999.0
212,486659,0,0,0,0,0,0,0,06-Jul-03,1,,9999.0
213,524615,0,0,0,0,0,0,0,06-Jul-03,0,,9999.0
214,527275,0,0,0,0,0,0,0,06-Jul-03,0,,9999.0
215,512725,0,0,0,0,0,0,0,06-Jul-03,0,,9999.0
216,520731,0,0,0,0,0,0,0,06-Jul-03,1,,9999.0
217,500595,0,0,0,0,0,0,1,06-Jul-03,1,,9999.0
218,524702,0,0,0,0,0,0,0,06-Jul-03,0,,9999.0
219,507974,0,0,0,0,0,0,0,04-Jul-03,1,,9999.0
220,511708,0,0,0,0,0,0,0,06-Jul-03,0,,9999.0
221,512225,0,0,0,0,0,0,0,06-Jul-03,0,,9999.0
222,507513,0,0,0,0,0,0,0,06-Jul-03,1,,9999.0
223,496756,0,0,0,0,0,0,0,06-Jul-03,1,,9999.0
224,508524,0,0,0,0,0,0,0,06-Jul-03,0,,9999.0
225,485986,0,0,0,0,0,0,0,06-Jul-03,0,,9999.0
226,511426,0,0,0,0,0,0,0,06-Jul-03,1,,9999.0
227,513486,0,0,0,0,0,0,0,06-Jul-03,0,,9999.0
228,491919,0,0,0,0,1,0,1,06-Jul-03,1,Health,8.0
229,492725,0,0,0,0,0,0,0,06-Jul-03,0,,9999.0
230,490661,0,0,0,0,0,0,0,06-Jul-03,0,,9999.0
231,525188,0,0,0,0,0,0,0,06-Jul-03,0,,9999.0
232,509383,0,0,0,0,0,0,0,06-Jul-03,0,,9999.0
233,503149,0,0,0,0,0,0,0,06-Jul-03,0,,9999.0
234,509868,0,1,1,1,0,0,1,06-Jul-03,1,Others,4.0
235,508339,0,0,0,0,0,0,0,06-Jul-03,0,,9999.0
236,490088,0,0,0,0,0,0,0,06-Jul-03,0,,9999.0
237,513698,0,0,0,0,0,0,0,06-Jul-03,1,,9999.0
238,510214,0,0,0,0,0,0,0,06-Jul-03,0,,9999.0
239,492959,0,0,0,0,0,0,0,06-Jul-03,0,,9999.0
240,489949,0,0,0,0,0,0,0,06-Jul-03,0,,9999.0
241,527305,0,0,0,0,0,0,0,04-Jul-03,0,,9999.0
242,510666,0,0,0,0,1,1,1,04-Jul-03,1,Software Industry,1.0
243,504037,0,0,0,0,0,0,0,08-Feb-03,0,,9999.0
244,519665,0,0,0,0,0,0,0,06-Jul-03,0,,9999.0
245,511505,0,0,0,0,0,0,0,06-Jul-03,1,,9999.0
246,522648,0,0,0,0,0,0,0,06-Jul-03,0,,9999.0
247,506594,0,0,0,0,0,0,0,06-Jul-03,0,,9999.0
248,503555,0,0,0,0,0,0,0,06-Jul-03,0,,9999.0
249,524007,0,0,0,0,3,1,1,06-Jul-03,1,Software Industry,1.0
250,503599,0,0,0,0,0,0,0,06-Jul-03,1,,9999.0
251,491173,0,0,0,0,0,0,0,06-Jul-03,0,,9999.0
252,489679,0,0,0,0,0,0,0,06-Jul-03,1,,9999.0
253,510677,0,0,0,0,0,0,0,05-Jul-03,0,,9999.0
254,528166,0,0,0,1,1,1,1,06-Mar-03,1,Technology,5.0
255,492285,1,1,0,0,0,0,1,05-Jul-03,1,,9999.0
256,487296,0,0,0,0,0,0,0,05-Jul-03,0,,9999.0
257,526883,0,0,0,0,0,0,0,05-Jul-03,0,,9999.0
258,504121,0,0,0,0,0,0,0,05-Jul-03,1,,9999.0
259,487282,0,0,0,0,0,0,0,05-Jul-03,1,Technology,5.0
260,495471,0,0,0,0,0,0,0,04-Jul-03,0,,9999.0
261,498484,0,0,0,0,0,0,0,04-Jul-03,0,,9999.0
262,491977,0,0,0,0,0,0,0,04-Jul-03,1,,9999.0
263,508359,0,0,0,0,0,0,0,04-Jul-03,0,,9999.0
264,526789,0,0,0,0,0,0,0,04-Jul-03,1,,9999.0
265,524057,1,1,0,1,0,0,1,04-Jul-03,1,Technology,5.0
266,495465,0,0,0,0,2,1,1,04-Jul-03,1,Others,4.0
267,524965,0,1,0,1,1,1,1,04-Jul-03,1,Others,4.0
268,514737,0,0,0,0,0,0,0,04-Jul-03,0,,9999.0
269,493149,0,0,0,0,4,0,1,04-Jul-03,1,Consulting,6.0
270,497369,0,0,0,0,0,0,1,04-Jul-03,1,,9999.0
271,490400,0,0,0,0,0,0,0,01-Jul-03,0,,9999.0
272,502372,0,0,0,0,2,1,1,04-Jul-03,1,Others,4.0
273,517029,0,0,0,0,0,0,0,04-Jul-03,0,,9999.0
274,486306,0,0,0,0,4,1,1,08-Feb-03,1,Consulting,6.0
275,516264,0,0,0,0,0,0,0,04-Jul-03,0,,9999.0
276,508475,0,0,0,0,0,0,0,04-Jul-03,0,,9999.0
277,502823,0,0,0,0,0,0,0,08-Feb-03,0,,9999.0
278,509776,0,0,0,0,0,0,0,04-Jul-03,0,,9999.0
279,502652,0,0,0,0,0,0,0,04-Jul-03,0,,9999.0
280,503959,0,0,0,0,0,0,1,04-Jul-03,0,Others,4.0
281,492027,0,0,0,0,0,0,0,04-Jul-03,0,,9999.0
282,524094,0,0,0,0,0,0,1,04-Jul-03,0,,9999.0
283,510668,0,0,0,0,0,0,1,04-Jul-03,1,,9999.0
284,498267,0,0,0,0,0,0,0,04-Jul-03,0,,9999.0
285,496722,0,1,0,0,1,0,1,21-Jun-03,1,Technology,5.0
286,513151,0,0,0,0,0,0,0,04-Jul-03,1,,9999.0
287,520196,0,0,0,0,0,1,1,04-Jul-03,1,Software Industry,1.0
288,503035,0,0,0,0,0,0,0,04-Jul-03,0,,9999.0
289,515349,0,0,0,0,0,0,0,04-Jul-03,0,,9999.0
290,493547,0,0,0,0,2,0,1,04-Jul-03,1,Manufacturing,7.0
291,525462,0,0,0,0,0,0,0,04-Jul-03,0,,9999.0
292,507859,0,0,0,0,0,0,0,04-Jul-03,0,,9999.0
293,525036,0,0,0,0,0,0,0,04-Jul-03,1,,9999.0
294,505145,0,0,0,0,0,0,0,04-Jul-03,0,,9999.0
295,519193,0,0,0,0,0,0,0,04-Jul-03,0,,9999.0
296,520400,0,1,0,0,1,0,0,04-Jul-03,1,Consulting,6.0
297,493026,0,0,0,0,0,0,0,04-Jul-03,1,,9999.0
298,519305,0,0,0,0,0,0,0,04-Jul-03,1,,9999.0
299,513640,0,1,0,0,3,0,1,04-Jul-03,0,,9999.0
300,527461,0,0,0,0,0,0,0,04-Jul-03,1,,9999.0
301,502021,0,0,0,0,0,0,0,04-Jul-03,0,,9999.0
302,491905,1,0,0,0,0,0,1,04-Jul-03,1,,9999.0
303,493299,0,0,0,0,0,0,0,04-Jul-03,0,,9999.0
304,521330,0,0,0,0,0,0,0,08-Feb-03,0,,9999.0
305,508753,0,0,0,0,0,0,0,04-Jul-03,1,,9999.0
306,486932,1,0,1,0,6,1,1,04-Jul-03,1,Technology,5.0
307,519946,1,1,1,1,0,0,1,03-Jul-03,1,,9999.0
308,502602,1,1,0,1,3,0,1,04-Jul-03,1,Others,4.0
309,502142,0,0,0,0,2,0,1,30-Jun-03,1,,9999.0
310,519186,0,0,0,0,0,0,0,15-May-03,1,,9999.0
311,515326,0,0,0,0,0,0,0,03-Jul-03,0,,9999.0
312,492204,0,0,0,0,0,0,0,03-Jul-03,0,,9999.0
313,505825,0,0,0,0,0,0,0,03-Jul-03,0,,9999.0
314,513772,0,0,0,0,0,0,1,03-Jul-03,1,,9999.0
315,502785,0,0,0,0,0,0,0,03-Jul-03,0,,9999.0
316,521555,0,0,0,0,3,1,1,03-Jul-03,1,Software Industry,1.0
317,526292,0,0,0,0,0,0,0,03-Jul-03,0,,9999.0
318,517184,0,0,0,0,0,0,0,03-Jul-03,0,,9999.0
319,512299,0,0,0,0,0,0,0,03-Jul-03,0,,9999.0
320,505868,0,0,0,0,0,0,0,08-Feb-03,0,,9999.0
321,511722,0,0,0,0,0,0,0,04-Jun-03,1,,9999.0
322,517475,0,0,0,0,0,0,0,26-Mar-03,0,,9999.0
323,503972,0,0,0,0,1,1,1,05-Dec-02,1,Others,4.0
324,493108,0,0,0,0,0,0,0,03-Jul-03,1,,9999.0
325,515678,0,0,0,0,0,0,0,03-Jul-03,1,,9999.0
326,497463,0,0,0,0,0,0,0,03-Jul-03,1,,9999.0
327,504420,0,0,0,0,0,0,0,03-Jul-03,1,,9999.0
328,486417,0,0,0,0,0,0,0,02-Jul-03,0,,9999.0
329,513867,0,0,0,0,0,0,0,02-Jul-03,0,,9999.0
330,526074,0,0,0,0,0,0,0,02-Jul-03,0,,9999.0
331,515796,0,0,0,0,0,0,0,02-Jul-03,0,,9999.0
332,509909,0,0,0,0,0,0,0,26-Jun-03,1,,9999.0
333,494083,0,0,0,0,0,0,0,02-Jul-03,0,,9999.0
334,501613,0,0,0,0,0,0,0,02-Jul-03,0,,9999.0
335,524796,0,0,0,0,0,0,1,02-Jul-03,1,,9999.0
336,517198,0,0,0,0,0,0,0,02-Jul-03,0,,9999.0
337,486722,0,0,0,0,5,1,1,02-Jul-03,1,Technology,5.0
338,515389,0,0,0,0,0,0,0,02-Jul-03,0,,9999.0
339,522102,0,0,0,0,0,0,0,08-Feb-03,1,,9999.0
340,517375,0,0,0,0,0,0,0,21-Apr-03,0,,9999.0
341,498210,0,0,0,0,0,0,0,01-Jul-03,1,,9999.0
342,521463,0,0,0,0,0,0,0,01-Jul-03,1,,9999.0
343,496382,0,0,0,0,0,0,0,30-Jun-03,0,,9999.0
344,494477,0,0,0,0,0,0,0,09-Apr-03,0,,9999.0
345,499407,0,0,0,0,0,0,0,30-Jun-03,0,,9999.0
346,509065,0,0,0,0,0,0,0,29-Jun-03,0,,9999.0
347,511630,0,0,0,0,1,1,1,29-Jun-03,1,,9999.0
348,486530,0,0,0,0,0,0,0,29-Jun-03,1,,9999.0
349,519510,0,0,0,0,0,0,0,29-Jun-03,0,,9999.0
350,507941,1,1,1,1,4,0,1,28-Jun-03,1,Technology,5.0
351,506941,0,0,0,0,0,0,0,28-Jun-03,1,,9999.0
352,523310,0,0,0,0,0,0,0,28-Jun-03,0,,9999.0
353,528310,0,0,0,0,0,0,0,08-Feb-03,0,,9999.0
354,491267,0,0,0,0,0,0,0,27-Jun-03,0,,9999.0
355,521656,0,0,0,0,0,0,0,26-Jun-03,1,,9999.0
356,489073,0,0,0,0,0,0,0,08-Feb-03,0,,9999.0
357,503203,0,0,0,0,0,0,0,27-Jun-03,0,,9999.0
358,520515,0,0,0,0,0,0,0,27-Jun-03,1,,9999.0
359,509118,0,0,0,0,0,0,0,27-Jun-03,0,,9999.0
360,485715,0,0,0,0,0,0,0,27-Jun-03,0,,9999.0
361,526726,0,0,0,0,0,0,0,08-Feb-03,1,,9999.0
362,515839,0,0,0,0,0,0,0,03-Apr-03,1,,9999.0
363,489078,1,1,1,0,0,0,1,08-Feb-03,1,Consulting,6.0
364,517085,0,0,0,0,0,0,0,26-Jun-03,0,,9999.0
365,517242,0,0,0,0,0,0,0,05-Jun-03,0,,9999.0
366,491157,0,0,0,0,0,0,0,26-Mar-03,0,,9999.0
367,512173,0,0,0,0,0,0,0,26-Jun-03,1,,9999.0
368,510338,0,0,0,0,0,0,0,26-Jun-03,0,,9999.0
369,502527,0,0,0,0,1,0,1,26-Jun-03,1,Consulting,6.0
370,509767,0,0,0,0,0,0,0,26-Jun-03,0,,9999.0
371,492463,0,0,0,0,0,0,0,26-Jun-03,0,,9999.0
372,506005,0,0,0,0,0,0,0,05-Jun-03,0,,9999.0
373,524447,0,0,0,0,0,0,0,26-Jun-03,0,,9999.0
374,500775,0,0,0,0,1,0,1,26-Jun-03,1,BFSI,2.0
375,487663,0,1,0,0,0,0,1,26-Jun-03,1,Retail,9.0
376,486867,0,1,0,0,0,0,1,26-Jun-03,1,Consulting,6.0
377,514022,0,0,0,0,0,0,0,26-Jun-03,1,,9999.0
378,525773,0,0,0,0,0,0,0,26-Jun-03,1,,9999.0
379,521161,0,0,0,0,0,0,0,26-Jun-03,0,,9999.0
380,492762,0,0,0,0,0,0,0,26-Jun-03,0,,9999.0
381,492872,0,1,0,1,1,0,1,26-Jun-03,1,Retail,9.0
382,501425,0,1,0,1,2,1,1,26-Jun-03,1,,9999.0
383,526219,0,0,0,0,0,0,0,19-Jun-03,0,,9999.0
384,515690,0,0,0,0,1,1,1,26-Jun-03,1,,9999.0
385,523673,0,0,0,0,0,0,0,25-Jun-03,0,,9999.0
386,505598,0,0,0,0,0,0,0,24-Jun-03,1,,9999.0
387,513226,0,0,0,0,0,0,0,24-Jun-03,1,,9999.0
388,509110,0,0,0,0,0,0,1,24-Jun-03,1,,9999.0
