,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Patient_ID,Online_Follower,LinkedIn_Shared,Twitter_Shared,Facebook_Shared,Income,Education_Score,Age,First_Interaction,City_Type,Employer_Category,Job_Type,Event1_or_2,Education_Score2,Education_Scorez,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,9999.0
57,57,57,57,495620,0,1,1,1,3,0,1,04-Jul-03,A,Consulting,6.0,1,50.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
58,58,58,58,504073,0,0,0,0,0,0,0,06-Jul-03,D,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
59,59,59,59,514992,0,0,0,0,3,0,1,24-Jul-03,B,Manufacturing,7.0,1,50.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
60,60,60,60,517686,0,1,0,0,2,0,1,26-Jun-03,G,Consulting,6.0,1,50.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
61,61,61,61,510500,0,0,0,0,0,0,1,04-Apr-03,G,Software Industry,1.0,1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,62,62,62,491040,0,0,0,0,0,0,0,06-Jul-03,B,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
63,63,63,63,487329,0,0,0,0,0,0,0,24-Jul-03,G,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
64,64,64,64,510566,0,0,0,0,1,1,1,06-Jul-03,C,,9999.0,1,84.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
65,65,65,65,499844,0,0,0,0,0,0,0,25-Jul-03,Z,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
66,66,66,66,491347,0,0,0,0,0,0,0,23-Jul-03,B,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
67,67,67,67,486243,0,0,0,0,0,0,1,23-Jul-03,B,,9999.0,1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
68,68,68,68,513947,0,0,0,0,0,0,0,23-Jul-03,Z,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
69,69,69,69,496001,0,0,0,0,0,0,1,25-Jul-03,G,Technology,5.0,0,50.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
70,70,70,70,517141,0,0,0,0,0,0,0,06-Jul-03,Z,,9999.0,1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
71,71,71,71,523430,0,0,0,0,0,0,0,06-Apr-03,B,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
72,72,72,72,492822,0,0,0,0,0,0,0,26-Jul-03,G,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
73,73,73,73,511862,0,0,0,0,0,0,1,04-Jul-03,D,Others,4.0,1,50.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
74,74,74,74,498743,1,1,1,1,1,0,1,26-Apr-03,I,Technology,5.0,1,50.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
75,75,75,75,498848,0,0,0,0,2,0,1,02-Jul-03,B,Software Industry,1.0,1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,76,76,76,493167,0,0,0,0,0,0,0,29-Nov-02,Z,,9999.0,1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
77,77,77,77,495152,0,0,0,0,3,0,1,06-Mar-03,Z,Consulting,6.0,1,50.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
78,78,78,78,517340,0,0,0,0,0,0,1,08-Feb-03,H,,9999.0,1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
79,79,79,79,520068,0,0,0,0,0,0,0,06-Aug-03,A,,9999.0,1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
80,80,80,80,490642,0,0,0,0,0,0,0,06-Aug-03,Z,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
81,81,81,81,501325,0,0,0,0,0,0,0,06-Aug-03,H,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
82,82,82,82,526981,0,0,0,0,0,0,0,06-Aug-03,Z,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
83,83,83,83,527513,0,0,0,0,1,0,1,06-Aug-03,Z,Consulting,6.0,0,50.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
84,84,84,84,506014,0,0,0,0,0,0,0,07-Feb-03,G,,9999.0,1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
85,85,85,85,523306,0,0,0,0,0,0,0,05-Aug-03,Z,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
86,86,86,86,509795,0,0,0,0,0,0,0,02-Jan-03,Z,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
87,87,87,87,507389,0,0,0,0,0,0,0,05-Aug-03,Z,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
88,88,88,88,519161,0,1,0,1,2,1,1,05-Aug-03,G,Consulting,6.0,1,69.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
89,89,89,89,499647,0,0,0,0,0,0,0,05-Aug-03,Z,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
90,90,90,90,487975,0,0,0,0,0,0,1,04-Aug-03,D,Education,3.0,0,50.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
91,91,91,91,505750,0,0,0,0,0,0,0,31-Jul-03,Z,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
92,92,92,92,493295,0,0,0,0,0,0,0,08-Feb-03,C,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
93,93,93,93,517303,0,0,0,0,0,0,0,04-Aug-03,G,,9999.0,1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
94,94,94,94,489941,0,0,0,0,0,0,0,06-Mar-03,A,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
95,95,95,95,520198,1,1,0,0,3,1,1,04-Aug-03,B,Consulting,6.0,1,82.0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
96,96,96,96,505850,0,0,0,0,0,0,0,03-Aug-03,D,,9999.0,1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
97,97,97,97,503338,0,0,0,0,0,0,0,20-Jun-03,Z,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
98,98,98,98,492367,0,0,0,0,0,0,0,08-Feb-03,A,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
99,99,99,99,502240,0,0,0,0,2,0,1,02-Aug-03,G,Health,8.0,1,50.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
100,100,100,100,486721,0,0,0,0,1,1,1,02-Aug-03,D,Technology,5.0,0,76.0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
101,101,101,101,521547,0,0,0,0,0,0,0,02-Aug-03,Z,,9999.0,1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
102,102,102,102,487331,0,0,0,0,0,0,0,02-Aug-03,Z,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
103,103,103,103,493758,0,0,0,0,0,0,0,02-Aug-03,B,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
104,104,104,104,526703,0,1,1,0,2,1,1,01-Aug-03,G,Health,8.0,1,75.0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
105,105,105,105,506106,0,0,0,0,0,0,0,01-Aug-03,Z,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
106,106,106,106,522819,0,0,0,0,0,0,1,01-Aug-03,B,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
107,107,107,107,488417,0,0,0,0,0,0,1,02-Jul-03,A,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
108,108,108,108,507610,0,0,0,0,0,0,0,01-Aug-03,Z,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
109,109,109,109,523901,0,0,0,0,0,0,0,01-Aug-03,Z,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
110,110,110,110,495956,0,0,0,0,0,0,0,01-Aug-03,Z,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
111,111,111,111,520690,0,0,0,0,0,0,0,31-Jul-03,Z,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
112,112,112,112,521217,0,0,0,0,0,0,0,31-Jul-03,B,,9999.0,1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
113,113,113,113,488877,0,0,0,0,0,0,0,31-Jul-03,A,,9999.0,1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
114,114,114,114,522926,0,0,0,0,0,0,1,31-Jul-03,Z,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
115,115,115,115,498186,0,0,0,0,0,0,0,31-Jul-03,Z,,9999.0,1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
116,116,116,116,526474,0,0,0,0,0,0,0,27-Jun-03,Z,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
117,117,117,117,522317,0,0,0,0,0,0,0,24-May-03,Z,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
118,118,118,118,490389,0,0,0,0,0,0,0,21-Jul-03,G,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
119,119,119,119,505162,0,0,0,0,0,0,0,29-Jul-03,Z,,9999.0,1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
120,120,120,120,516545,0,0,0,0,0,0,0,26-Jul-03,G,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
121,121,121,121,494593,0,1,0,1,1,0,1,28-Jul-03,E,Software Industry,1.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,122,122,122,498728,0,0,0,0,0,0,0,26-Jul-03,H,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
123,123,123,123,488150,0,0,0,0,0,0,1,26-Jul-03,B,,9999.0,1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
124,124,124,124,522323,0,0,0,0,2,0,1,25-Jul-03,G,Technology,5.0,0,50.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
125,125,125,125,496069,0,0,0,0,0,0,0,25-Jul-03,Z,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
126,126,126,126,516002,0,0,0,0,0,0,0,06-Mar-03,E,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
127,127,127,127,504363,0,0,0,0,0,0,0,25-Jul-03,Z,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
128,128,128,128,509916,0,1,0,0,0,0,1,25-Jul-03,H,Consulting,6.0,1,50.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
129,129,129,129,523681,0,0,0,0,0,0,0,24-Jul-03,Z,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
130,130,130,130,489161,0,0,0,0,2,0,1,24-Jul-03,B,Technology,5.0,0,50.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
131,131,131,131,496456,0,0,0,0,0,0,0,23-Jul-03,Z,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
132,132,132,132,517197,0,0,0,0,0,0,0,22-Jul-03,I,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
133,133,133,133,507855,0,0,0,0,0,0,0,22-Jul-03,Z,,9999.0,1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
134,134,134,134,503956,0,0,0,1,0,0,1,21-Jul-03,H,,9999.0,1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
135,135,135,135,501070,0,0,0,0,0,0,0,20-Jul-03,Z,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
136,136,136,136,495765,0,0,0,0,0,0,0,17-Jul-03,G,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
137,137,137,137,504833,0,0,0,0,0,0,0,18-Jul-03,Z,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
138,138,138,138,518914,0,0,0,0,0,0,0,17-Jul-03,E,,9999.0,1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
139,139,139,139,528016,0,0,0,0,2,1,1,16-Jul-03,D,Technology,5.0,1,84.0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
140,140,140,140,509333,1,1,1,0,0,0,1,06-Jul-03,D,Technology,5.0,1,50.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
141,141,141,141,499267,0,0,0,0,0,0,1,31-Jan-03,B,,9999.0,1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
142,142,142,142,493677,0,0,0,0,0,0,0,13-Jul-03,Z,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
143,143,143,143,520701,0,0,0,0,0,0,0,30-Apr-03,Z,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
144,144,144,144,498973,0,0,0,0,0,0,0,09-Jan-03,H,,9999.0,1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
145,145,145,145,503148,0,0,0,0,0,0,0,08-Feb-03,H,,9999.0,1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
146,146,146,146,509342,0,1,0,0,0,0,1,14-Jul-03,A,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
147,147,147,147,496353,0,0,0,0,0,0,0,13-Jul-03,Z,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
148,148,148,148,493930,0,0,0,0,0,0,0,13-Jul-03,G,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
149,149,149,149,513756,0,0,1,1,3,0,1,13-Jul-03,G,Manufacturing,7.0,0,50.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
150,150,150,150,491202,0,0,0,0,0,0,1,12-Jul-03,H,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
151,151,151,151,528205,0,0,0,0,2,1,1,12-Jul-03,D,Software Industry,1.0,1,92.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,152,152,152,514503,0,0,0,0,0,0,1,12-Jul-03,E,Technology,5.0,0,50.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
153,153,153,153,525693,0,0,0,0,3,1,1,03-Jul-03,I,Technology,5.0,1,89.0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
154,154,154,154,508709,0,0,0,0,3,0,1,11-Jul-03,Z,Consulting,6.0,0,50.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
155,155,155,155,491205,0,0,0,0,0,0,0,10-Jul-03,Z,,9999.0,1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
156,156,156,156,517806,0,0,0,0,0,0,0,09-Jul-03,D,,9999.0,1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
157,157,157,157,494101,0,0,0,0,0,0,0,09-Jul-03,Z,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
158,158,158,158,521070,0,0,0,0,0,0,0,09-Jul-03,E,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
159,159,159,159,496028,0,0,0,0,0,0,0,09-Jul-03,Z,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
160,160,160,160,499028,0,0,0,0,0,0,0,09-Jul-03,C,,9999.0,1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
161,161,161,161,524550,0,0,0,0,4,1,1,09-Jul-03,B,Software Industry,1.0,1,72.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,162,162,162,490447,0,0,0,0,0,0,0,09-Jul-03,C,,9999.0,1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
163,163,163,163,506349,1,0,1,1,0,0,1,08-Jun-03,D,Consulting,6.0,1,50.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
164,164,164,164,506088,0,0,0,0,0,0,0,09-Jul-03,Z,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
165,165,165,165,508646,0,0,0,0,0,0,0,09-Jul-03,B,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
166,166,166,166,498537,0,0,0,0,0,0,0,08-Jul-03,Z,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
167,167,167,167,517183,0,1,0,1,2,0,1,08-Jul-03,G,Software Industry,1.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,168,168,168,525069,0,0,0,0,0,0,0,26-Jun-03,Z,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
169,169,169,169,496599,0,0,0,0,0,0,0,07-Jul-03,Z,,9999.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
170,170,170,170,498864,0,0,0,0,0,0,1,07-Jul-03,Z,,9999.0,1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
171,171,171,171,500609,0,0,0,0,0,0,0,07-Jul-03,F,,9999.0,1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
172,172,172,172,507772,0,0,0,0,0,0,0,07-Jul-03,E,,9999.0,1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
173,173,173,173,527017,1,1,0,0,2,0,1,06-Mar-03,H,Consulting,6.0,1,50.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
